q_id,q_name,p_id,p_name,p_value,p_value_type
Q952,Reggiolo,P36,capital,Reggiolo,wikibase-item
Q952,Reggiolo,P1792,category of associated people,Category:People of Reggiolo,wikibase-item
Q952,Reggiolo,P2046,area,42.68,quantity
Q952,Reggiolo,P1082,population,9192.0,quantity
Q952,Reggiolo,P395,licence plate code,RE,string
Q952,Reggiolo,P417,patron saint,Venerius the Hermit,wikibase-item
Q952,Reggiolo,P9235,seismic classification,3,wikibase-item
Q961,More Than Life at Stake,P31,instance of,television series,wikibase-item
Q961,More Than Life at Stake,P373,Commons category,Stawka większa niż życie,string
Q961,More Than Life at Stake,P921,main subject,World War II,wikibase-item
Q961,More Than Life at Stake,P915,filming location,Gdańsk,wikibase-item
Q961,More Than Life at Stake,P910,topic's main category,Category:Stawka większa niż życie,wikibase-item
Q961,More Than Life at Stake,P495,country of origin,Poland,wikibase-item
Q961,More Than Life at Stake,P1113,number of episodes,18.0,quantity
Q961,More Than Life at Stake,P364,original language of film or TV show,Polish,wikibase-item
Q961,More Than Life at Stake,P161,cast member,Stanisław Mikulski,wikibase-item
Q961,More Than Life at Stake,P58,screenwriter,Andrzej Zbych,wikibase-item
Q961,More Than Life at Stake,P86,composer,Jerzy Matuszkiewicz,wikibase-item
Q961,More Than Life at Stake,P449,original broadcaster,Telewizja Polska,wikibase-item
Q961,More Than Life at Stake,P2437,number of seasons,1.0,quantity
Q961,More Than Life at Stake,P136,genre,war television series,wikibase-item
Q961,More Than Life at Stake,P57,director,Andrzej Konic,wikibase-item
Q961,More Than Life at Stake,P344,director of photography,Antoni Wójtowicz,wikibase-item
Q961,More Than Life at Stake,P580,start time,"October 10, 1968 at 12:00:00 AM CE UTC",time
Q961,More Than Life at Stake,P2047,duration,55.0,quantity
Q961,More Than Life at Stake,P170,creator,Andrzej Zbych,wikibase-item
Q961,More Than Life at Stake,P272,production company,Telewizja Polska,wikibase-item
Q961,More Than Life at Stake,P462,color,black-and-white,wikibase-item
Q961,More Than Life at Stake,P1889,different from,More Than Life at Stake,wikibase-item
Q961,More Than Life at Stake,P674,characters,Hans Kloss,wikibase-item
Q968,Warburg,P190,twinned administrative body,Prochowice,wikibase-item
Q968,Warburg,P373,Commons category,Warburg,string
Q968,Warburg,P6,head of government,Michael Stickeln,wikibase-item
Q968,Warburg,P17,country,Germany,wikibase-item
Q968,Warburg,P150,contains the administrative territorial entity,Welda,wikibase-item
Q968,Warburg,P131,located in the administrative territorial entity,Höxter,wikibase-item
Q968,Warburg,P31,instance of,Hanseatic city,wikibase-item
Q968,Warburg,P910,topic's main category,Category:Warburg,wikibase-item
Q968,Warburg,P281,postal code,34414,string
Q968,Warburg,P935,Commons gallery,Warburg,string
Q968,Warburg,P47,shares border with,Lichtenau,wikibase-item
Q968,Warburg,P1082,population,23629.0,quantity
Q968,Warburg,P2044,elevation above sea level,230.0,quantity
Q968,Warburg,P421,located in time zone,UTC+01:00,wikibase-item
Q968,Warburg,P1792,category of associated people,Category:People from Warburg,wikibase-item
Q968,Warburg,P2046,area,168.84,quantity
Q968,Warburg,P395,licence plate code,HX,string
Q968,Warburg,P473,local dialing code,05641,string
Q968,Warburg,P1464,category for people born here,Q32421076,wikibase-item
Q968,Warburg,P7867,category for maps,Category:Maps of Warburg,wikibase-item
Q968,Warburg,P1343,described by source,Jewish Encyclopedia of Brockhaus and Efron,wikibase-item
Q968,Warburg,P1889,different from,Warburg,wikibase-item
Q982,FIS Alpine Ski World Cup,P31,instance of,tournament,wikibase-item
Q982,FIS Alpine Ski World Cup,P910,topic's main category,Category:FIS Alpine Ski World Cup,wikibase-item
Q982,FIS Alpine Ski World Cup,P641,sport,alpine skiing,wikibase-item
Q982,FIS Alpine Ski World Cup,P373,Commons category,FIS Alpine Skiing World Cup,string
Q982,FIS Alpine Ski World Cup,P2257,event interval,1.0,quantity
Q982,FIS Alpine Ski World Cup,P1424,topic's main template,Template:FIS Alpine Ski World Cup seasons,wikibase-item
Q982,FIS Alpine Ski World Cup,P4794,season starts,October,wikibase-item
Q982,FIS Alpine Ski World Cup,P664,organizer,International Ski and Snowboard Federation,wikibase-item
Q982,FIS Alpine Ski World Cup,P1889,different from,FIS Alpine World Ski Championships,wikibase-item
Q982,FIS Alpine Ski World Cup,P527,has part(s),1967 Alpine Skiing World Cup,wikibase-item
Q982,FIS Alpine Ski World Cup,P2922,month of the year,October,wikibase-item
Q982,FIS Alpine Ski World Cup,P6118,season ends,March,wikibase-item
Q997,Andrei Sakharov,P106,occupation,physicist,wikibase-item
Q997,Andrei Sakharov,P166,award received,Stalin Prize,wikibase-item
Q997,Andrei Sakharov,P373,Commons category,Andrei Sakharov,string
Q997,Andrei Sakharov,P31,instance of,human,wikibase-item
Q997,Andrei Sakharov,P512,academic degree,Doctor of Sciences in Physics and Mathematics,wikibase-item
Q997,Andrei Sakharov,P735,given name,Andrey,wikibase-item
Q997,Andrei Sakharov,P910,topic's main category,Category:Andrei Sakharov,wikibase-item
Q997,Andrei Sakharov,P1343,described by source,Great Soviet Encyclopedia (1969–1978),wikibase-item
Q997,Andrei Sakharov,P119,place of burial,Vostryakovo Cemetery,wikibase-item
Q997,Andrei Sakharov,P184,doctoral advisor,Igor Tamm,wikibase-item
Q997,Andrei Sakharov,P101,field of work,physics,wikibase-item
Q997,Andrei Sakharov,P734,family name,Sakharov,wikibase-item
Q997,Andrei Sakharov,P935,Commons gallery,Андрей Дмитриевич Сахаров,string
Q997,Andrei Sakharov,P39,position held,people's deputy of union of socialist soviet republics,wikibase-item
Q997,Andrei Sakharov,P1196,manner of death,natural causes,wikibase-item
Q997,Andrei Sakharov,P1412,"languages spoken, written or signed",Russian,wikibase-item
Q997,Andrei Sakharov,P803,professorship,list of members of the Academy of Sciences of the USSR,wikibase-item
Q997,Andrei Sakharov,P802,student,Vladimir Lebedev,wikibase-item
Q997,Andrei Sakharov,P21,sex or gender,male,wikibase-item
Q997,Andrei Sakharov,P5008,on focus list of Wikimedia project,WikiProject Human Rights,wikibase-item
Q997,Andrei Sakharov,P5056,patronym or matronym for this person,Dmitrievich,wikibase-item
Q997,Andrei Sakharov,P172,ethnic group,Russians,wikibase-item
Q997,Andrei Sakharov,P485,archives at,"Rare Books, Special Collections, and Preservation, University of Rochester",wikibase-item
Q997,Andrei Sakharov,P1344,participant in,1st Congress of People's Deputies of the Soviet Union,wikibase-item
Q997,Andrei Sakharov,P2868,subject has role,prisoner of conscience,wikibase-item
Q997,Andrei Sakharov,P6104,maintained by WikiProject,WikiProject Mathematics,wikibase-item
Q997,Andrei Sakharov,P737,influenced by,Mikhail Gorbachev,wikibase-item
Q1044,Sierra Leone,P30,continent,Africa,wikibase-item
Q1044,Sierra Leone,P36,capital,Freetown,wikibase-item
Q1044,Sierra Leone,P47,shares border with,Guinea,wikibase-item
Q1044,Sierra Leone,P37,official language,English,wikibase-item
Q1044,Sierra Leone,P31,instance of,republic,wikibase-item
Q1044,Sierra Leone,P35,head of state,Ernest Bai Koroma,wikibase-item
Q1044,Sierra Leone,P38,currency,leone,wikibase-item
Q1044,Sierra Leone,P78,top-level Internet domain,.sl,wikibase-item
Q1044,Sierra Leone,P85,anthem,"High We Exalt Thee, Realm of the Free",wikibase-item
Q1044,Sierra Leone,P373,Commons category,Sierra Leone,string
Q1044,Sierra Leone,P163,flag,flag of Sierra Leone,wikibase-item
Q1044,Sierra Leone,P150,contains the administrative territorial entity,Northern Province,wikibase-item
Q1044,Sierra Leone,P237,coat of arms,coat of arms of Sierra Leone,wikibase-item
Q1044,Sierra Leone,P910,topic's main category,Category:Sierra Leone,wikibase-item
Q1044,Sierra Leone,P474,country calling code,+232,string
Q1044,Sierra Leone,P1465,category for people who died here,Category:Deaths in Sierra Leone,wikibase-item
Q1044,Sierra Leone,P1464,category for people born here,Category:Births in Sierra Leone,wikibase-item
Q1044,Sierra Leone,P421,located in time zone,UTC±00:00,wikibase-item
Q1044,Sierra Leone,P1791,category of people buried here,Category:Burials in Sierra Leone,wikibase-item
Q1044,Sierra Leone,P1792,category of associated people,Category:Sierra Leonean people,wikibase-item
Q1044,Sierra Leone,P1082,population,2160111.0,quantity
Q1044,Sierra Leone,P898,IPA transcription,'sɪæɾɑ lɛ'oːnə,string
Q1044,Sierra Leone,P935,Commons gallery,Sierra Leone,string
Q1044,Sierra Leone,P2258,mobile country code,619,string
Q1044,Sierra Leone,P610,highest point,Mount Bintumani,wikibase-item
Q1044,Sierra Leone,P1589,lowest point,Atlantic Ocean,wikibase-item
Q1044,Sierra Leone,P1622,driving side,right,wikibase-item
Q1044,Sierra Leone,P2633,geography of topic,geography of Sierra Leone,wikibase-item
Q1044,Sierra Leone,P1198,unemployment rate,3.0,quantity
Q1044,Sierra Leone,P2853,electrical plug type,AC power plugs and sockets: British and related types,wikibase-item
Q1044,Sierra Leone,P2884,mains voltage,230.0,quantity
Q1044,Sierra Leone,P2184,history of topic,history of Sierra Leone,wikibase-item
Q1044,Sierra Leone,P17,country,Sierra Leone,wikibase-item
Q1044,Sierra Leone,P2997,age of majority,21.0,quantity
Q1044,Sierra Leone,P3238,trunk prefix,0,string
Q1044,Sierra Leone,P3000,marriageable age,18.0,quantity
Q1044,Sierra Leone,P1151,topic's main Wikimedia portal,Portal:Sierra Leone,wikibase-item
Q1044,Sierra Leone,P1313,office held by head of government,President of Sierra Leone,wikibase-item
Q1044,Sierra Leone,P530,diplomatic relation,Liberia,wikibase-item
Q1044,Sierra Leone,P194,legislative body,Parliament of Sierra Leone,wikibase-item
Q1044,Sierra Leone,P2936,language used,English,wikibase-item
Q1044,Sierra Leone,P395,licence plate code,WAL,string
Q1044,Sierra Leone,P1906,office held by head of state,President of Sierra Leone,wikibase-item
Q1044,Sierra Leone,P1552,has characteristic,partly free country,wikibase-item
Q1044,Sierra Leone,P706,located in/on physical feature,West Africa,wikibase-item
Q1044,Sierra Leone,P4841,total fertility rate,6.327,quantity
Q1044,Sierra Leone,P2979,maritime identification digits,667,string
Q1044,Sierra Leone,P5125,Wikimedia outline,outline of Sierra Leone,wikibase-item
Q1044,Sierra Leone,P2046,area,71740.0,quantity
Q1044,Sierra Leone,P361,part of,West Africa,wikibase-item
Q1044,Sierra Leone,P2250,life expectancy,37.822,quantity
Q1044,Sierra Leone,P1365,replaces,Commonwealth realm of Sierra Leone,wikibase-item
Q1044,Sierra Leone,P2852,emergency phone number,999,wikibase-item
Q1044,Sierra Leone,P487,Unicode character,🇸🇱,string
Q1044,Sierra Leone,P1304,central bank,Bank of Sierra Leone,wikibase-item
Q1044,Sierra Leone,P1740,category for films shot at this location,Category:Films shot in Sierra Leone,wikibase-item
Q1044,Sierra Leone,P1343,described by source,Brockhaus and Efron Encyclopedic Dictionary,wikibase-item
Q1044,Sierra Leone,P6,head of government,David J. Francis,wikibase-item
Q1044,Sierra Leone,P61,discoverer or inventor,Pedro de Sintra,wikibase-item
Q1044,Sierra Leone,P138,named after,Lion Mountains,wikibase-item
Q1044,Sierra Leone,P2596,culture,Sierra Leonean culture,wikibase-item
Q1044,Sierra Leone,P7867,category for maps,Category:Maps of Sierra Leone,wikibase-item
Q1044,Sierra Leone,P2855,VAT rate,15.0,quantity
Q1044,Sierra Leone,P2927,water as percent of area,0.2,quantity
Q1044,Sierra Leone,P8402,open data portal,Sierra Leone Open data portal,wikibase-item
Q1044,Sierra Leone,P8477,BTI Status Index,5.27,quantity
Q1044,Sierra Leone,P8476,BTI Governance Index,5.73,quantity
Q1044,Sierra Leone,P8744,economy of topic,economy of Sierra Leone,wikibase-item
Q1044,Sierra Leone,P155,follows,Commonwealth realm of Sierra Leone,wikibase-item
Q1044,Sierra Leone,P9241,demographics of topic,demographics of Sierra Leone,wikibase-item
Q1044,Sierra Leone,P206,located in or next to body of water,Atlantic Ocean,wikibase-item
Q1044,Sierra Leone,P1889,different from,Sierra Leone River,wikibase-item
Q1044,Sierra Leone,P8328,Democracy Index,4.86,quantity
Q1044,Sierra Leone,P1081,Human Development Index,0.312,quantity
Q1044,Sierra Leone,P2572,hashtag,SierraLeone,string
Q1044,Sierra Leone,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q1044,Sierra Leone,P2579,studied by,Sierra Leone studies,wikibase-item
Q1044,Sierra Leone,P11547,Happy Planet Index score,29.0,quantity
Q1044,Sierra Leone,P1125,Gini coefficient,35.7,quantity
Q1044,Sierra Leone,P11593,Inequality-adjusted Human Development Index,0.259,quantity
Q1044,Sierra Leone,P2131,nominal GDP,4249234574.0,quantity
Q1049,Sudan,P122,basic form of government,federal republic,wikibase-item
Q1049,Sudan,P30,continent,Africa,wikibase-item
Q1049,Sudan,P47,shares border with,South Sudan,wikibase-item
Q1049,Sudan,P36,capital,Khartoum,wikibase-item
Q1049,Sudan,P78,top-level Internet domain,.sd,wikibase-item
Q1049,Sudan,P37,official language,Arabic,wikibase-item
Q1049,Sudan,P31,instance of,republic,wikibase-item
Q1049,Sudan,P35,head of state,Omar al-Bashir,wikibase-item
Q1049,Sudan,P38,currency,Sudanese pound,wikibase-item
Q1049,Sudan,P85,anthem,Nahnu Jund Allah Jund Al-watan,wikibase-item
Q1049,Sudan,P373,Commons category,Sudan,string
Q1049,Sudan,P163,flag,flag of Sudan,wikibase-item
Q1049,Sudan,P150,contains the administrative territorial entity,Gezira,wikibase-item
Q1049,Sudan,P910,topic's main category,Category:Sudan,wikibase-item
Q1049,Sudan,P237,coat of arms,Emblem of Sudan,wikibase-item
Q1049,Sudan,P474,country calling code,+249,string
Q1049,Sudan,P610,highest point,Deriba Caldera,wikibase-item
Q1049,Sudan,P1465,category for people who died here,Category:Deaths in Sudan,wikibase-item
Q1049,Sudan,P421,located in time zone,UTC+03:00,wikibase-item
Q1049,Sudan,P1464,category for people born here,Category:Births in Sudan,wikibase-item
Q1049,Sudan,P1792,category of associated people,Category:Sudanese people,wikibase-item
Q1049,Sudan,P194,legislative body,National Legislature,wikibase-item
Q1049,Sudan,P530,diplomatic relation,Brazil,wikibase-item
Q1049,Sudan,P1151,topic's main Wikimedia portal,Portal:Sudan,wikibase-item
Q1049,Sudan,P1589,lowest point,Red Sea,wikibase-item
Q1049,Sudan,P2258,mobile country code,634,string
Q1049,Sudan,P1622,driving side,right,wikibase-item
Q1049,Sudan,P2633,geography of topic,geography of Sudan,wikibase-item
Q1049,Sudan,P1198,unemployment rate,15.0,quantity
Q1049,Sudan,P2853,electrical plug type,Europlug,wikibase-item
Q1049,Sudan,P2884,mains voltage,230.0,quantity
Q1049,Sudan,P2852,emergency phone number,999,wikibase-item
Q1049,Sudan,P2997,age of majority,18.0,quantity
Q1049,Sudan,P3238,trunk prefix,0,string
Q1049,Sudan,P2046,area,1886068.0,quantity
Q1049,Sudan,P1082,population,40235000.0,quantity
Q1049,Sudan,P1313,office held by head of government,Prime Minister of Sudan,wikibase-item
Q1049,Sudan,P6,head of government,Bakri Hassan Saleh,wikibase-item
Q1049,Sudan,P935,Commons gallery,السودان / Sudan,string
Q1049,Sudan,P172,ethnic group,Sudanese Arabs,wikibase-item
Q1049,Sudan,P1906,office held by head of state,President of Sudan,wikibase-item
Q1049,Sudan,P1552,has characteristic,not-free country,wikibase-item
Q1049,Sudan,P706,located in/on physical feature,Sahel,wikibase-item
Q1049,Sudan,P4841,total fertility rate,5.52,quantity
Q1049,Sudan,P2979,maritime identification digits,662,string
Q1049,Sudan,P5008,on focus list of Wikimedia project,Wikipedia:List of articles all languages should have,wikibase-item
Q1049,Sudan,P5125,Wikimedia outline,outline of Sudan,wikibase-item
Q1049,Sudan,P361,part of,North Africa,wikibase-item
Q1049,Sudan,P2250,life expectancy,58.07,quantity
Q1049,Sudan,P487,Unicode character,🇸🇩,string
Q1049,Sudan,P1304,central bank,Bank of Sudan,wikibase-item
Q1049,Sudan,P1740,category for films shot at this location,Category:Films shot in Sudan,wikibase-item
Q1049,Sudan,P2936,language used,Sudanese Arabic,wikibase-item
Q1049,Sudan,P6897,literacy rate,60.7,quantity
Q1049,Sudan,P2184,history of topic,history of Sudan,wikibase-item
Q1049,Sudan,P2596,culture,culture of Sudan,wikibase-item
Q1049,Sudan,P7867,category for maps,Category:Maps of Sudan,wikibase-item
Q1049,Sudan,P2855,VAT rate,17.0,quantity
Q1049,Sudan,P1889,different from,Sudanese Republic,wikibase-item
Q1049,Sudan,P8477,BTI Status Index,3.17,quantity
Q1049,Sudan,P8476,BTI Governance Index,3.43,quantity
Q1049,Sudan,P8744,economy of topic,economy of Sudan,wikibase-item
Q1049,Sudan,P9241,demographics of topic,demographics of Sudan,wikibase-item
Q1049,Sudan,P9929,madhhab,Malikism,wikibase-item
Q1049,Sudan,P8328,Democracy Index,2.54,quantity
Q1049,Sudan,P1365,replaces,Anglo-Egyptian occupation of Sudan,wikibase-item
